Target Style, Filename, Line Number, Original Sentence, Modified Sentence, Feature replaced, Feature attributed
DailyDialog,R3\guide_3_conversation_E.txt,4,I would give yourself at least 2 hours at the Museum go to Lowell for two hours and then come back in the evening for stargazing and about 3 hours at Wupatki/Sunset Crater and 2 hours at Walnut Canyon.,i'd give yourself at least 2 hours at the museum then you visit the lowell for two hours and come back later when the stargazing starts and about 3 hours at wupatki/sunset crater and 2 hours at walnut canyon afterwards.,in the evening,later
DailyDialog,R3\guide_3_conversation_E.txt,4,I would give yourself at least 2 hours at the Museum go to Lowell for two hours and then come back in the evening for stargazing and about 3 hours at Wupatki/Sunset Crater and 2 hours at Walnut Canyon.,i'd give yourself at least 2 hours at the museum then you visit the lowell for two hours and come back later when the stargazing starts and about 3 hours at wupatki/sunset crater and 2 hours at walnut canyon afterwards.,later for stargazing,later when the stargazing starts
DailyDialog,R3\guide_3_conversation_E.txt,5,If you like hiking I would give yourself a full day at Grand Canyon  and at Sedona. If it's not half a day for each.,do you like hiking? i'd give yourself a day to see the grand canyon and sedona. otherwise you can do half a day each.,a day at grand canyon  and at sedona,a day to see the grand canyon and sedona
DailyDialog,R3\guide_3_conversation_E.txt,3,I would also go to the Grand Canyon and make a trip to Sedona while you are in the area.,i'd also visit the grand canyon and make a trip to sedona while you're here.,you're in the area,you're here
DailyDialog,R3\guide_3_conversation_E.txt,1,Hello. Do you have 3 full days in Flagstaff or will that also involve side trips to perhaps Sedona Grand Canyon etc.,hello. do you have 3 days here or will you also include trips to perhaps sedona grand canyon etc.,days in flagstaff,days here
DailyDialog,R3\guide_3_conversation_E.txt,2,Museum of Northern Arizona Lowell Observatory and the 3 Area National Monuments are good to do around Flagstaff. We also have 50 miles of hiking trails if you want to be outside more.,i believe museum of northern arizona lowell observatory and the 3 national monuments are good to do around flagstaff. we also have 50 miles of hiking trails to be outside more.,area nat,nat
DailyDialog,R3\guide_3_conversation_E.txt,1,Hello. Do you have 3 full days in Flagstaff or will that also involve side trips to perhaps Sedona Grand Canyon etc.,hello. do you have 3 days here or will you also include trips to perhaps sedona grand canyon etc.,that also involve trips,you also include trips
DailyDialog,R3\guide_3_conversation_E.txt,5,If you like hiking I would give yourself a full day at Grand Canyon  and at Sedona. If it's not half a day for each.,do you like hiking? i'd give yourself a day to see the grand canyon and sedona. otherwise you can do half a day each.,half a day,you can do half a day
DailyDialog,R3\guide_3_conversation_E.txt,6,That is a quicker pace suggestion; some people like to take more time.,i'm giving you a quicker pace tip; you may like to take more time.,some people,you may
DailyDialog,R3\guide_3_conversation_E.txt,6,That is a quicker pace suggestion; some people like to take more time.,i'm giving you a quicker pace tip; you may like to take more time.,that's a quicker,i'm giving you a quicker
DailyDialog,R3\guide_3_conversation_E.txt,5,If you like hiking I would give yourself a full day at Grand Canyon  and at Sedona. If it's not half a day for each.,do you like hiking? i'd give yourself a day to see the grand canyon and sedona. otherwise you can do half a day each.,if it's not,otherwise
DailyDialog,R3\guide_3_conversation_E.txt,2,Museum of Northern Arizona Lowell Observatory and the 3 Area National Monuments are good to do around Flagstaff. We also have 50 miles of hiking trails if you want to be outside more.,i believe museum of northern arizona lowell observatory and the 3 national monuments are good to do around flagstaff. we also have 50 miles of hiking trails to be outside more.,if you want to,to
DailyDialog,R3\guide_3_conversation_E.txt,5,If you like hiking I would give yourself a full day at Grand Canyon  and at Sedona. If it's not half a day for each.,do you like hiking? i'd give yourself a day to see the grand canyon and sedona. otherwise you can do half a day each.,if you like hiking,do you like hiking?
DailyDialog,R3\guide_3_conversation_E.txt,6,That is a quicker pace suggestion; some people like to take more time.,i'm giving you a quicker pace tip; you may like to take more time.,suggestion,tip
DailyDialog,R3\guide_3_conversation_E.txt,4,I would give yourself at least 2 hours at the Museum go to Lowell for two hours and then come back in the evening for stargazing and about 3 hours at Wupatki/Sunset Crater and 2 hours at Walnut Canyon.,i'd give yourself at least 2 hours at the museum then you visit the lowell for two hours and come back later when the stargazing starts and about 3 hours at wupatki/sunset crater and 2 hours at walnut canyon afterwards.,hours at walnut canyon,hours at walnut canyon afterwards
DailyDialog,R3\guide_3_conversation_E.txt,4,I would give yourself at least 2 hours at the Museum go to Lowell for two hours and then come back in the evening for stargazing and about 3 hours at Wupatki/Sunset Crater and 2 hours at Walnut Canyon.,i'd give yourself at least 2 hours at the museum then you visit the lowell for two hours and come back later when the stargazing starts and about 3 hours at wupatki/sunset crater and 2 hours at walnut canyon afterwards.,and then,then
DailyDialog,R3\guide_3_conversation_E.txt,2,Museum of Northern Arizona Lowell Observatory and the 3 Area National Monuments are good to do around Flagstaff. We also have 50 miles of hiking trails if you want to be outside more.,i believe museum of northern arizona lowell observatory and the 3 national monuments are good to do around flagstaff. we also have 50 miles of hiking trails to be outside more.,"museum of northern arizona, lowell","i believe museum of northern arizona, lowell"
